File_ID,Group_ID,Rating_1,Rating_2,Rating_3,Rating_4,Rating_5
img_1572.png,M,2,2,2,2,2
img_1573.png,M,2,2,2,2,2
img_1574.png,M,0,0,0,0,0
img_1575.png,M,2,2,2,2,2
img_1576.png,M,2,2,2,2,2
img_1577.png,M,0,0,0,0,0
img_1578.png,M,1,0,1,1,1
img_1579.png,M,0,0,1,0,0
img_1580.png,M,1,1,1,1,1
img_1581.png,M,2,2,2,2,2
img_1582.png,M,1,1,2,1,1
img_1583.png,M,1,1,1,1,1
img_1584.png,M,1,1,1,0,0
img_1585.png,M,0,0,0,0,0
img_1586.png,M,2,2,2,2,1
img_1587.png,M,2,2,2,2,2
img_1588.png,M,0,0,0,0,0
img_1589.png,M,0,0,1,0,1
img_1590.png,M,0,1,1,0,1
img_1591.png,M,0,0,0,0,0
img_1592.png,M,0,0,0,0,1
img_1593.png,M,2,2,2,2,2
img_1594.png,M,1,1,2,1,2
img_1595.png,M,0,0,1,1,1
img_1596.png,M,0,0,0,0,0
img_1597.png,M,0,0,0,1,1
img_1598.png,M,0,0,0,0,0
img_1599.png,M,0,0,0,0,0
img_1600.png,M,0,0,0,1,1
img_1601.png,M,0,0,0,1,0
img_1602.png,M,1,2,1,2,2
img_1603.png,M,2,2,2,2,2
img_1604.png,M,1,1,1,1,1
img_1605.png,M,1,2,2,2,2
img_1606.png,M,0,0,0,0,0
img_1607.png,M,2,2,2,2,2
img_1608.png,M,0,0,0,0,0
img_1609.png,M,0,0,0,0,0
img_1610.png,M,2,2,2,2,2
img_1611.png,M,0,0,1,0,1
img_1612.png,M,1,2,2,2,2
img_1613.png,M,0,1,1,1,1
img_1614.png,M,2,2,2,2,2
img_1615.png,M,1,2,2,2,2
img_1616.png,M,1,1,2,1,1
img_1617.png,M,0,0,0,0,0
img_1618.png,M,1,2,2,2,2
img_1619.png,M,0,0,0,0,0
img_1620.png,M,0,0,0,0,0
img_1621.png,M,0,0,0,0,0
img_1622.png,M,2,1,2,2,1
img_1623.png,M,0,0,1,1,0
img_1624.png,M,0,0,1,1,1
img_1625.png,M,1,1,1,1,1
img_1626.png,M,0,1,0,0,0
img_1627.png,M,0,0,0,0,0
img_1628.png,M,0,0,0,0,0
img_1629.png,M,0,0,1,0,0
img_1630.png,M,0,1,0,1,1
img_1631.png,M,1,1,1,1,1
img_1632.png,M,2,2,2,2,2
img_1633.png,M,0,0,0,0,0
img_1634.png,M,0,1,1,1,1
img_1635.png,M,1,1,0,1,1
img_1636.png,M,0,1,1,1,1
img_1637.png,M,2,2,2,2,2
img_1638.png,M,1,2,2,1,1
img_1639.png,M,1,1,1,1,1
img_1640.png,M,0,0,0,0,0
img_1641.png,M,0,0,0,0,0
img_1642.png,M,0,0,0,0,0
img_1643.png,M,0,0,0,0,1
img_1644.png,M,0,0,0,0,0
img_1645.png,M,1,1,2,1,1
img_1646.png,M,2,2,2,2,2
img_1647.png,M,0,0,0,0,0
img_1648.png,M,0,0,0,0,0
img_1649.png,M,0,0,0,0,0
img_1650.png,M,0,0,0,0,0
img_1651.png,M,0,0,0,0,0
img_1652.png,M,0,0,0,0,0
img_1653.png,M,2,2,2,2,2
img_1654.png,M,2,2,2,2,2
img_1655.png,M,0,0,0,0,1
img_1656.png,M,0,1,1,1,1
img_1657.png,M,0,0,0,0,0
img_1658.png,M,0,0,1,0,1
img_1659.png,M,0,0,0,0,0
img_1660.png,M,1,1,1,1,1
img_1661.png,M,0,0,0,0,1
img_1662.png,M,2,2,2,2,2
img_1663.png,M,2,2,2,2,2
img_1664.png,M,0,0,0,0,1
img_1665.png,M,2,2,2,2,2
img_1666.png,M,0,0,0,0,0
img_1667.png,M,1,1,1,1,1
img_1668.png,M,1,1,1,1,1
img_1669.png,M,1,2,2,2,2
img_1670.png,M,1,1,1,1,1
img_1671.png,M,0,0,0,0,0
img_1672.png,M,1,1,1,0,1
img_1673.png,M,1,1,1,1,1
img_1674.png,M,0,0,0,0,0
img_1675.png,M,1,1,1,1,1
img_1676.png,M,0,0,0,0,0
img_1677.png,M,2,2,2,2,2
img_1678.png,M,2,2,2,2,2
img_1679.png,M,2,2,2,2,2
img_1680.png,M,2,2,2,2,2
img_1681.png,M,0,0,0,0,1
img_1682.png,M,1,1,1,1,1
img_1683.png,M,0,0,0,0,1
img_1684.png,M,0,0,0,0,0
img_1685.png,M,2,2,2,2,2
img_1686.png,M,0,0,0,0,0
img_1687.png,M,1,1,1,1,1
img_1688.png,M,0,1,1,1,1
img_1689.png,M,1,2,2,2,2
img_1690.png,M,1,1,1,1,1
img_1691.png,M,0,0,0,0,0
img_1692.png,M,2,2,2,2,2
img_1693.png,M,2,2,2,2,2
img_1694.png,M,1,2,2,2,1
img_1695.png,M,2,2,2,2,2
img_1696.png,M,1,2,2,2,2
img_1697.png,M,2,2,2,2,2
img_1698.png,M,0,0,0,0,0
img_1699.png,M,0,0,1,0,1
img_1700.png,M,1,2,2,2,1
img_1701.png,M,0,1,1,1,1
img_1702.png,M,1,2,2,2,1
img_1703.png,M,1,1,1,1,1
img_1704.png,M,0,0,0,0,0
img_1705.png,M,0,0,0,0,1
img_1706.png,M,2,2,2,2,1
img_1707.png,M,0,1,1,1,1
img_1708.png,M,0,0,0,0,0
img_1709.png,M,0,0,1,0,0
img_1710.png,M,1,2,2,1,2
img_1711.png,M,1,2,2,1,1
img_1712.png,M,1,1,1,1,1
img_1713.png,M,1,2,2,2,1
img_1714.png,M,1,2,2,1,2
img_1715.png,M,0,0,0,0,0
img_1716.png,M,2,2,2,2,2
img_1717.png,M,1,2,2,0,2
img_1718.png,M,0,0,0,2,0
img_1719.png,M,2,2,2,2,2
img_1720.png,M,0,0,0,0,0
img_1721.png,M,2,2,2,2,2
img_1722.png,M,0,0,0,0,0
img_1723.png,M,1,2,2,1,1
img_1724.png,M,0,0,0,0,0
img_1725.png,M,0,0,0,0,0
img_1726.png,M,2,2,2,2,2
img_1727.png,M,2,2,2,2,2
img_1728.png,M,1,1,1,1,1
img_1729.png,M,1,1,1,1,1
img_1730.png,M,2,2,2,2,2
img_1731.png,M,0,0,0,0,0
img_1732.png,M,0,0,0,0,0
img_1733.png,M,1,2,2,1,1
img_1734.png,M,2,2,2,2,2
img_1735.png,M,2,2,2,2,2
img_1736.png,M,0,0,0,0,0
img_1737.png,M,0,0,0,0,0
img_1738.png,M,1,1,1,1,1
img_1739.png,M,2,2,2,2,2
img_1740.png,M,2,2,2,2,2
img_1741.png,M,0,0,0,0,0
img_1742.png,M,0,0,0,0,1
img_1743.png,M,0,0,0,0,0
img_1744.png,M,0,0,1,0,1
img_1745.png,M,2,2,2,2,2
img_1746.png,M,2,2,2,2,2
img_1747.png,M,0,1,1,0,1
img_1748.png,M,0,0,0,0,0
img_1749.png,M,0,0,0,0,1
img_1750.png,M,1,2,2,1,1
img_1751.png,M,0,0,1,0,1
img_1752.png,M,0,0,1,0,0
img_1753.png,M,0,1,1,0,1
img_1754.png,M,1,2,2,2,2
img_1755.png,M,2,2,2,2,2
img_1756.png,M,1,1,1,0,1
img_1757.png,M,2,2,2,2,2
img_1758.png,M,2,2,2,2,2
img_1759.png,M,0,0,0,0,1
img_1760.png,M,0,0,0,0,0
img_1761.png,M,0,1,1,0,1
img_1762.png,M,0,0,1,0,1
img_1763.png,M,0,1,1,1,1
img_1764.png,M,0,1,1,2,1
img_1765.png,M,2,2,2,0,2
img_1766.png,M,0,0,0,1,1
img_1767.png,M,1,1,1,1,1
img_1768.png,M,1,2,2,0,2
img_1769.png,M,0,1,1,0,0
img_1770.png,M,0,1,0,1,1
img_1771.png,M,0,1,1,0,0
img_1965,16,1,1,1,1,1
img_1966,16,2,2,2,2,2
img_1967,16,1,2,2,2,1
img_1968,16,1,1,1,1,1
img_1969,16,2,2,2,2,2
img_1970,16,1,2,1,2,1
